Time,DistrictCode,TypeCode,Popularity
2017-12-11-05,3,4,0
2017-12-11-06,3,4,5
2017-12-11-07,3,4,0
2017-12-11-08,3,4,6
2017-12-11-09,3,4,12
2017-12-11-10,3,4,6
2017-12-11-11,3,4,0
2017-12-11-12,3,4,0
2017-12-11-13,3,4,6
2017-12-11-14,3,4,0
2017-12-11-15,3,4,0
2017-12-11-16,3,4,5
2017-12-11-17,3,4,0
2017-12-11-18,3,4,0
2017-12-11-19,3,4,0
2017-12-11-20,3,4,8
2017-12-11-21,3,4,7
2017-12-11-22,3,4,7
2017-12-11-23,3,4,7
2017-12-12-00,3,4,7
2017-12-12-01,3,4,3
2017-12-12-02,3,4,0
2017-12-12-03,3,4,0
2017-12-12-04,3,4,4
2017-12-12-05,3,4,4
2017-12-12-06,3,4,5
2017-12-12-07,3,4,6
2017-12-12-08,3,4,12
2017-12-12-09,3,4,6
2017-12-12-10,3,4,12
2017-12-12-11,3,4,6
2017-12-12-12,3,4,0
2017-12-12-13,3,4,0
2017-12-12-14,3,4,0
2017-12-12-15,3,4,5
2017-12-12-16,3,4,0
2017-12-12-17,3,4,0
2017-12-12-18,3,4,0
2017-12-12-19,3,4,4
2017-12-12-20,3,4,0
2017-12-12-21,3,4,0
2017-12-12-22,3,4,3
2017-12-12-23,3,4,3
2017-12-13-00,3,4,3
2017-12-13-01,3,4,14
2017-12-13-02,3,4,4
2017-12-13-03,3,4,0
2017-12-13-04,3,4,4
2017-12-13-05,3,4,13
2017-12-13-06,3,4,0
2017-12-13-07,3,4,17
2017-12-13-08,3,4,12
2017-12-13-09,3,4,6
2017-12-13-11,3,4,12
2017-12-13-12,3,4,19
2017-12-13-13,3,4,6
2017-12-13-14,3,4,18
2017-12-13-15,3,4,5
2017-12-13-16,3,4,0
2017-12-13-17,3,4,5
2017-12-13-18,3,4,4
2017-12-13-19,3,4,21
2017-12-13-20,3,4,4
2017-12-13-21,3,4,18
2017-12-13-22,3,4,7
2017-12-13-23,3,4,0
2017-12-14-00,3,4,10
2017-12-14-01,3,4,7
2017-12-14-02,3,4,14
2017-12-14-03,3,4,4
2017-12-14-04,3,4,12
2017-12-14-05,3,4,21
2017-12-14-06,3,4,5
2017-12-14-07,3,4,17
2017-12-14-08,3,4,6
2017-12-14-09,3,4,12
2017-12-14-10,3,4,12
2017-12-14-11,3,4,18
2017-12-14-12,3,4,6
2017-12-14-13,3,4,0
2017-12-14-14,3,4,6
2017-12-14-15,3,4,5
2017-12-14-16,3,4,14
2017-12-14-17,3,4,5
2017-12-14-18,3,4,0
2017-12-14-19,3,4,12
2017-12-14-20,3,4,0
2017-12-14-21,3,4,18
2017-12-14-22,3,4,10
2017-12-14-23,3,4,10
2017-12-15-00,3,4,13
2017-12-15-01,3,4,0
2017-12-15-02,3,4,7
2017-12-15-03,3,4,4
2017-12-15-04,3,4,0
2017-12-15-05,3,4,0
2017-12-15-06,3,4,5
2017-12-15-07,3,4,11
2017-12-15-08,3,4,6
2017-12-15-09,3,4,8
2017-12-15-10,3,4,0
2017-12-15-11,3,4,0
2017-12-15-12,3,4,22
2017-12-15-13,3,4,0
2017-12-15-14,3,4,7
2017-12-15-15,3,4,0
2017-12-15-16,3,4,6
2017-12-15-17,3,4,0
2017-12-15-18,3,4,0
2017-12-15-19,3,4,5
2017-12-15-20,3,4,0
2017-12-15-21,3,4,17
2017-12-15-22,3,4,12
2017-12-15-23,3,4,0
2017-12-16-00,3,4,4
2017-12-16-01,3,4,4
2017-12-16-02,3,4,0
2017-12-16-03,3,4,5
2017-12-16-04,3,4,14
2017-12-16-05,3,4,16
2017-12-16-06,3,4,6
2017-12-16-07,3,4,7
2017-12-16-08,3,4,7
2017-12-16-09,3,4,7
2017-12-16-11,3,4,8
2017-12-16-12,3,4,8
2017-12-16-13,3,4,0
2017-12-16-14,3,4,8
2017-12-16-15,3,4,0
2017-12-16-16,3,4,0
2017-12-16-17,3,4,0
2017-12-16-18,3,4,0
2017-12-16-19,3,4,0
2017-12-16-20,3,4,21
2017-12-16-21,3,4,10
2017-12-16-22,3,4,5
2017-12-16-23,3,4,9
2017-12-17-00,3,4,4
2017-12-17-01,3,4,4
2017-12-17-02,3,4,14
2017-12-17-03,3,4,5
2017-12-17-04,3,4,5
2017-12-17-05,3,4,6
2017-12-17-06,3,4,12
2017-12-17-07,3,4,7
2017-12-17-08,3,4,15
2017-12-17-09,3,4,15
2017-12-17-10,3,4,15
2017-12-17-11,3,4,16
2017-12-17-12,3,4,8
2017-12-17-13,3,4,17
2017-12-17-14,3,4,8
2017-12-17-15,3,4,15
2017-12-17-16,3,4,0
2017-12-17-17,3,4,0
2017-12-17-18,3,4,0
2017-12-17-19,3,4,6
2017-12-17-20,3,4,0
2017-12-17-21,3,4,10
2017-12-17-22,3,4,5
2017-12-17-23,3,4,4
2017-12-18-00,3,4,0
2017-12-18-01,3,4,4
2017-12-18-02,3,4,14
2017-12-18-03,3,4,9
2017-12-18-04,3,4,5
2017-12-18-05,3,4,0
2017-12-18-06,3,4,6
2017-12-18-07,3,4,7
2017-12-18-08,3,4,14
2017-12-18-09,3,4,0
2017-12-18-10,3,4,7
2017-12-18-11,3,4,0
2017-12-18-12,3,4,0
2017-12-18-13,3,4,0
2017-12-18-14,3,4,0
2017-12-18-15,3,4,0
2017-12-18-16,3,4,0
2017-12-18-17,3,4,0
2017-12-18-18,3,4,5
2017-12-18-19,3,4,5
2017-12-18-20,3,4,9
2017-12-18-21,3,4,4
2017-12-18-22,3,4,4
2017-12-18-23,3,4,0
2017-12-19-00,3,4,8
2017-12-19-01,3,4,0
2017-12-19-02,3,4,8
2017-12-19-03,3,4,8
2017-12-19-04,3,4,0
2017-12-19-05,3,4,0
2017-12-19-06,3,4,16
2017-12-19-07,3,4,6
2017-12-19-08,3,4,7
2017-12-19-09,3,4,0
2017-12-19-10,3,4,7
2017-12-19-11,3,4,0
2017-12-19-12,3,4,0
2017-12-19-13,3,4,0
2017-12-19-14,3,4,0
2017-12-19-15,3,4,0
2017-12-19-16,3,4,0
2017-12-19-17,3,4,0
2017-12-19-18,3,4,0
2017-12-19-19,3,4,10
2017-12-19-20,3,4,0
2017-12-19-21,3,4,8
2017-12-19-22,3,4,4
2017-12-19-23,3,4,0
2017-12-20-00,3,4,0
2017-12-20-01,3,4,8
2017-12-20-02,3,4,4
2017-12-20-03,3,4,0
2017-12-20-04,3,4,0
2017-12-20-05,3,4,5
2017-12-20-06,3,4,6
2017-12-20-07,3,4,6
2017-12-20-08,3,4,7
2017-12-20-09,3,4,0
2017-12-20-10,3,4,0
2017-12-20-11,3,4,7
2017-12-20-12,3,4,7
2017-12-20-13,3,4,7
2017-12-20-14,3,4,7
2017-12-20-15,3,4,6
2017-12-20-16,3,4,0
2017-12-20-17,3,4,0
2017-12-20-18,3,4,0
2017-12-20-19,3,4,5
2017-12-20-20,3,4,0
2017-12-20-21,3,4,8
2017-12-20-22,3,4,0
2017-12-20-23,3,4,4
2017-12-21-00,3,4,8
2017-12-21-01,3,4,12
2017-12-21-02,3,4,4
2017-12-21-03,3,4,4
2017-12-21-04,3,4,0
2017-12-21-05,3,4,15
2017-12-21-06,3,4,11
2017-12-21-07,3,4,7
2017-12-21-08,3,4,7
2017-12-21-09,3,4,7
2017-12-21-10,3,4,7
2017-12-21-11,3,4,0
2017-12-21-12,3,4,15
2017-12-21-13,3,4,15
2017-12-21-14,3,4,0
2017-12-21-15,3,4,0
2017-12-21-16,3,4,0
2017-12-21-17,3,4,5
2017-12-21-18,3,4,0
2017-12-21-19,3,4,10
2017-12-21-20,3,4,5
2017-12-21-21,3,4,0
2017-12-21-22,3,4,4
2017-12-21-23,3,4,0
2017-12-22-00,3,4,16
2017-12-22-01,3,4,0
2017-12-22-02,3,4,0
2017-12-22-03,3,4,9
2017-12-22-04,3,4,0
2017-12-22-05,3,4,10
2017-12-22-06,3,4,6
2017-12-22-07,3,4,0
2017-12-22-08,3,4,0
2017-12-22-09,3,4,0
2018-01-12-06,3,4,5
2018-01-12-07,3,4,0
2018-01-12-08,3,4,3
2018-01-12-09,3,4,3
2018-01-12-10,3,4,0
2018-01-12-11,3,4,12
2018-01-12-12,3,4,0
2018-01-12-13,3,4,6
2018-01-12-14,3,4,0
2018-01-12-15,3,4,11
2018-01-12-16,3,4,5
2018-01-12-17,3,4,0
2018-01-12-18,3,4,0
2018-01-12-19,3,4,8
2018-01-12-20,3,4,11
2018-01-12-21,3,4,17
2018-01-12-22,3,4,7
2018-01-12-23,3,4,3
2018-01-13-00,3,4,6
2018-01-13-01,3,4,7
2018-01-13-02,3,4,4
2018-01-13-03,3,4,11
2018-01-13-04,3,4,4
2018-01-13-05,3,4,13
2018-01-13-06,3,4,9
2018-01-13-07,3,4,0
2018-01-13-08,3,4,17
2018-01-13-09,3,4,12
2018-01-13-10,3,4,6
2018-01-13-11,3,4,6
2018-01-13-12,3,4,13
2018-01-13-13,3,4,0
2018-01-13-14,3,4,0
2018-01-13-15,3,4,6
2018-01-13-16,3,4,6
2018-01-13-17,3,4,0
2018-01-13-18,3,4,0
2018-01-13-19,3,4,9
2018-01-13-20,3,4,0
2018-01-13-21,3,4,0
2018-01-13-23,3,4,11
2018-01-14-00,3,4,0
2018-01-14-01,3,4,4
2018-01-14-02,3,4,8
2018-01-14-03,3,4,16
2018-01-14-04,3,4,4
2018-01-14-05,3,4,9
2018-01-14-07,3,4,11
2018-01-14-08,3,4,6
2018-01-14-09,3,4,18
2018-01-14-10,3,4,12
2018-01-14-11,3,4,0
2018-01-14-12,3,4,7
2018-01-14-13,3,4,7
2018-01-14-14,3,4,0
2018-01-14-15,3,4,6
2018-01-14-16,3,4,6
2018-01-14-17,3,4,16
2018-01-14-18,3,4,5
2018-01-14-19,3,4,9
2018-01-14-20,3,4,0
2018-01-14-21,3,4,24
2018-01-14-22,3,4,4
2018-01-14-23,3,4,18
2018-01-15-00,3,4,14
2018-01-15-01,3,4,11
2018-01-15-02,3,4,15
2018-01-15-03,3,4,11
2018-01-15-04,3,4,4
2018-01-15-05,3,4,8
2018-01-15-06,3,4,14
2018-01-15-07,3,4,16
2018-01-15-08,3,4,23
2018-01-15-09,3,4,11
2018-01-15-10,3,4,6
2018-01-15-11,3,4,0
2018-01-15-12,3,4,6
2018-01-15-13,3,4,6
2018-01-15-14,3,4,0
2018-01-15-15,3,4,5
2018-01-15-16,3,4,0
2018-01-15-17,3,4,4
2018-01-15-18,3,4,0
2018-01-15-19,3,4,4
2018-01-15-20,3,4,0
2018-01-15-21,3,4,17
2018-01-15-22,3,4,13
2018-01-15-23,3,4,3
2018-01-16-00,3,4,6
2018-01-16-02,3,4,3
2018-01-16-03,3,4,7
2018-01-16-04,3,4,4
2018-01-16-05,3,4,8
2018-01-16-06,3,4,0
2018-01-16-07,3,4,0
2018-01-16-08,3,4,5
2018-01-16-09,3,4,11
2018-01-16-10,3,4,11
2018-01-16-11,3,4,6
2018-01-16-12,3,4,6
2018-01-16-13,3,4,0
2018-01-16-14,3,4,0
2018-01-16-15,3,4,0
2018-01-16-16,3,4,0
2018-01-16-17,3,4,0
2018-01-16-18,3,4,8
2018-01-16-19,3,4,4
2018-01-16-20,3,4,7
2018-01-16-21,3,4,13
2018-01-16-22,3,4,6
2018-01-16-23,3,4,9
2018-01-17-00,3,4,0
2018-01-17-01,3,4,0
2018-01-17-02,3,4,7
2018-01-17-03,3,4,3
2018-01-17-04,3,4,4
2018-01-17-05,3,4,12
2018-01-17-06,3,4,9
2018-01-17-07,3,4,5
2018-01-17-08,3,4,5
2018-01-17-09,3,4,5
2018-01-17-10,3,4,16
2018-01-17-11,3,4,17
2018-01-17-12,3,4,0
2018-01-17-13,3,4,12
2018-01-17-14,3,4,11
2018-01-17-15,3,4,0
2018-01-17-16,3,4,4
2018-01-17-17,3,4,0
2018-01-17-18,3,4,16
2018-01-17-19,3,4,0
2018-01-17-20,3,4,0
2018-01-17-21,3,4,0
2018-01-17-22,3,4,6
2018-01-17-23,3,4,9
2018-01-18-00,3,4,0
2018-01-18-01,3,4,0
2018-01-18-02,3,4,0
2018-01-18-03,3,4,10
2018-01-18-04,3,4,0
2018-01-18-05,3,4,0
2018-01-18-06,3,4,9
2018-01-18-07,3,4,0
2018-01-18-08,3,4,0
2018-01-18-09,3,4,5
2018-01-18-10,3,4,6
2018-01-18-11,3,4,0
2018-01-18-12,3,4,0
2018-01-18-13,3,4,0
2018-01-18-14,3,4,0
2018-01-18-15,3,4,5
2018-01-18-16,3,4,4
2018-01-18-17,3,4,0
2018-01-18-18,3,4,4
2018-01-18-19,3,4,4
2018-01-18-20,3,4,7
2018-01-18-21,3,4,19
2018-01-18-22,3,4,3
2018-01-18-23,3,4,3
2018-01-19-00,3,4,9
2018-01-19-01,3,4,6
2018-01-19-02,3,4,7
2018-01-19-03,3,4,17
2018-01-19-04,3,4,4
2018-01-19-05,3,4,8
2018-01-19-06,3,4,14
2018-01-19-07,3,4,5
2018-01-19-08,3,4,0
2018-01-19-09,3,4,16
2018-01-19-10,3,4,0
2018-01-19-11,3,4,0
2018-01-19-12,3,4,0
2018-01-19-13,3,4,0
2018-01-19-14,3,4,13
2018-01-19-15,3,4,0
2018-01-19-16,3,4,6
2018-01-19-17,3,4,0
2018-01-19-18,3,4,15
2018-01-19-19,3,4,9
2018-01-19-20,3,4,4
2018-01-19-21,3,4,20
2018-01-19-22,3,4,19
2018-01-19-23,3,4,4
2018-01-20-00,3,4,0
2018-01-20-01,3,4,4
2018-01-20-02,3,4,12
2018-01-20-03,3,4,9
2018-01-20-04,3,4,0
2018-01-20-05,3,4,5
2018-01-20-06,3,4,0
2018-01-20-07,3,4,0
2018-01-20-08,3,4,14
2018-01-20-09,3,4,14
2018-01-20-10,3,4,14
2018-01-20-11,3,4,7
2018-01-20-12,3,4,0
2018-01-20-13,3,4,8
2018-01-20-14,3,4,0
2018-01-20-15,3,4,7
2018-01-20-16,3,4,0
2018-01-20-17,3,4,0
2018-01-20-18,3,4,11
2018-01-20-19,3,4,5
2018-01-20-20,3,4,15
2018-01-20-21,3,4,9
2018-01-20-22,3,4,22
2018-01-20-23,3,4,0
2018-01-21-00,3,4,4
2018-01-21-01,3,4,21
2018-01-21-02,3,4,0
2018-01-21-03,3,4,5
2018-01-21-04,3,4,5
2018-01-21-05,3,4,0
2018-01-21-06,3,4,0
2018-01-21-07,3,4,13
2018-01-21-08,3,4,0
2018-01-21-09,3,4,7
2018-01-21-10,3,4,0
2018-01-21-11,3,4,0
2018-01-21-12,3,4,8
2018-01-21-13,3,4,16
2018-01-21-14,3,4,8
2018-01-21-15,3,4,7
2018-01-21-16,3,4,0
2018-01-21-17,3,4,6
2018-01-21-18,3,4,6
2018-01-21-19,3,4,5
2018-01-21-20,3,4,10
2018-01-21-21,3,4,9
2018-01-21-22,3,4,9
2018-01-21-23,3,4,13
2018-01-22-00,3,4,8
2018-01-22-01,3,4,17
2018-01-22-02,3,4,9
2018-01-22-03,3,4,9
2018-01-22-04,3,4,5
2018-01-22-05,3,4,0
2018-01-22-06,3,4,0
2018-01-22-07,3,4,6
2018-01-22-08,3,4,19
2018-01-22-09,3,4,0
2018-01-22-10,3,4,13
2018-01-22-11,3,4,13
2018-01-22-12,3,4,7
2018-01-22-13,3,4,0
2018-01-22-14,3,4,0
2018-01-22-15,3,4,6
2018-01-22-16,3,4,0
2018-01-22-17,3,4,0
2018-01-22-18,3,4,0
2018-01-22-19,3,4,4
2018-01-22-20,3,4,12
2018-01-22-21,3,4,8
2018-01-22-22,3,4,4
2018-01-22-23,3,4,11
2018-01-23-00,3,4,0
2018-01-23-01,3,4,4
2018-01-23-02,3,4,15
2018-01-23-03,3,4,8
2018-01-23-04,3,4,4
2018-01-23-05,3,4,9
2018-01-23-06,3,4,5
2018-01-23-07,3,4,24
2018-01-23-08,3,4,6
2018-01-23-09,3,4,0
2018-01-23-10,3,4,0
2018-01-23-11,3,4,7
2018-01-23-12,3,4,14
2018-01-23-13,3,4,0
2018-01-23-14,3,4,0
2018-01-23-15,3,4,0
2018-01-23-16,3,4,0
2018-01-23-17,3,4,0
2018-01-23-18,3,4,5
2018-01-23-19,3,4,0
2018-01-23-20,3,4,4
2018-01-23-21,3,4,8
2018-01-23-22,3,4,11
2018-01-23-23,3,4,0
2018-01-24-00,3,4,11
2018-01-24-01,3,4,7
2018-01-24-02,3,4,15
2018-01-24-03,3,4,16
2018-01-24-04,3,4,13
2018-01-24-05,3,4,5
2018-01-24-06,3,4,5
2018-01-24-07,3,4,6
2018-01-24-08,3,4,0
2018-01-24-09,3,4,13
2018-01-24-10,3,4,19
2018-01-24-11,3,4,7
2018-01-24-12,3,4,0
2018-01-24-13,3,4,7
2018-01-24-14,3,4,7
2018-01-24-15,3,4,6
2018-01-24-16,3,4,0
2018-01-24-17,3,4,5
2018-01-24-18,3,4,0
2018-01-24-19,3,4,9
2018-01-24-20,3,4,0
2018-01-24-21,3,4,4
2018-01-24-22,3,4,7
2018-01-24-23,3,4,4
2018-01-25-00,3,4,0
2018-01-25-01,3,4,0
2018-01-25-02,3,4,0
2018-01-25-03,3,4,8
2018-01-25-04,3,4,0
2018-01-25-05,3,4,5
2018-01-25-06,3,4,10
2018-01-25-07,3,4,6
2018-01-25-08,3,4,19
2018-01-25-09,3,4,13
2018-01-25-10,3,4,0
2018-01-25-11,3,4,0
2018-01-25-12,3,4,7
2018-01-25-13,3,4,7
2018-01-25-14,3,4,0
2018-01-25-15,3,4,0
2018-01-25-16,3,4,0
2018-01-25-17,3,4,10
2018-01-25-18,3,4,5
2018-01-25-19,3,4,9
2018-01-25-20,3,4,9
2018-01-25-21,3,4,12
2018-01-25-22,3,4,11
2018-01-25-23,3,4,11
2018-01-26-00,3,4,11
2018-01-26-01,3,4,4
2018-01-26-02,3,4,8
2018-01-26-03,3,4,0
2018-01-26-04,3,4,4
2018-01-26-05,3,4,5
2018-01-26-06,3,4,0
2018-01-26-07,3,4,6
2018-01-26-08,3,4,7
2018-01-26-09,3,4,0
2018-01-26-10,3,4,8
2018-01-26-11,3,4,0
2018-01-26-12,3,4,7
2018-01-26-13,3,4,14
2018-01-26-14,3,4,7
2018-01-26-15,3,4,0
2018-01-26-16,3,4,0
2018-01-26-17,3,4,5
2018-01-26-18,3,4,0
2018-01-26-19,3,4,5
2018-01-26-20,3,4,4
2018-01-26-21,3,4,16
2018-01-26-22,3,4,7
2018-01-26-23,3,4,7
2018-01-27-00,3,4,11
2018-01-27-01,3,4,11
2018-01-27-02,3,4,12
2018-01-27-03,3,4,4
2018-01-27-04,3,4,9
2018-01-27-05,3,4,5
2018-01-27-06,3,4,0
2018-01-27-07,3,4,6
2018-01-27-08,3,4,7
2018-01-27-09,3,4,0
2018-01-27-10,3,4,14
2018-01-27-11,3,4,7
2018-01-27-12,3,4,0
2018-01-27-13,3,4,23
2018-01-27-14,3,4,0
2018-01-27-15,3,4,0
2018-01-27-16,3,4,6
2018-01-27-17,3,4,11
2018-01-27-18,3,4,0
2018-01-27-19,3,4,5
2018-01-27-20,3,4,10
2018-01-27-21,3,4,5
2018-01-27-22,3,4,4
2018-01-27-23,3,4,0
2018-01-28-00,3,4,16
2018-01-28-01,3,4,4
2018-01-28-02,3,4,9
2018-01-28-03,3,4,5
2018-01-28-04,3,4,5
2018-01-28-05,3,4,10
2018-01-28-06,3,4,11
2018-01-28-07,3,4,6
2018-01-28-08,3,4,7
2018-01-28-09,3,4,14
2018-01-28-10,3,4,14
2018-01-28-11,3,4,0
2018-01-28-12,3,4,7
2018-01-28-13,3,4,0
2018-01-28-14,3,4,0
2018-01-28-15,3,4,0
2018-01-28-16,3,4,6
2018-01-28-17,3,4,0
2018-01-28-18,3,4,22
2018-01-28-19,3,4,0
2018-01-28-20,3,4,5
2018-01-28-21,3,4,14
2018-01-28-22,3,4,9
2018-01-28-23,3,4,4
2018-01-29-00,3,4,4
2018-01-29-01,3,4,4
2018-01-29-02,3,4,0
2018-01-29-03,3,4,4
2018-01-29-04,3,4,9
2018-01-29-05,3,4,5
2018-01-29-06,3,4,5
2018-01-29-07,3,4,12
2018-01-29-08,3,4,0
2018-01-29-09,3,4,13
2018-01-29-10,3,4,13
2018-01-29-11,3,4,0
2018-01-29-12,3,4,7
2018-01-29-13,3,4,7
2018-01-29-14,3,4,0
2018-01-29-15,3,4,0
2018-01-29-16,3,4,0
2018-01-29-17,3,4,0
2018-01-29-18,3,4,0
2018-01-29-19,3,4,0
2018-01-29-20,3,4,8
2018-01-29-21,3,4,7
2018-01-29-22,3,4,4
2018-01-29-23,3,4,7
2018-01-30-00,3,4,17
2018-01-30-01,3,4,4
2018-01-30-02,3,4,4
2018-01-30-03,3,4,4
2018-01-30-04,3,4,4
2018-01-30-05,3,4,9
2018-01-30-06,3,4,5
2018-01-30-07,3,4,0
2018-01-30-08,3,4,12
2018-01-30-09,3,4,12
2018-01-30-10,3,4,0
2018-01-30-11,3,4,6
2018-01-30-12,3,4,0
2018-01-30-13,3,4,0
2018-01-30-14,3,4,0
2018-01-30-15,3,4,0
2018-01-30-16,3,4,0
2018-01-30-17,3,4,0
2018-01-30-18,3,4,0
2018-01-30-19,3,4,0
2018-01-30-20,3,4,8
2018-01-30-21,3,4,8
2018-01-30-22,3,4,7
2018-01-30-23,3,4,3
2018-01-31-00,3,4,7
2018-01-31-01,3,4,7
2018-01-31-02,3,4,4
2018-01-31-03,3,4,4
2018-01-31-04,3,4,0
2018-01-31-05,3,4,9
2018-01-31-06,3,4,5
2018-01-31-07,3,4,12
2018-01-31-08,3,4,0
2018-01-31-09,3,4,12
2018-01-31-10,3,4,0
2018-01-31-11,3,4,6
2018-01-31-12,3,4,7
2018-01-31-13,3,4,0
2018-01-31-14,3,4,0
2018-01-31-15,3,4,12
2018-01-31-16,3,4,0
2018-01-31-17,3,4,0
2018-01-31-18,3,4,0
2018-01-31-19,3,4,0
2018-01-31-20,3,4,8
2018-01-31-21,3,4,11
2018-01-31-22,3,4,7
2018-01-31-23,3,4,7
2018-02-01-00,3,4,11
2018-02-01-01,3,4,14
2018-02-01-02,3,4,4
2018-02-01-03,3,4,8
2018-02-01-04,3,4,0
2018-02-01-05,3,4,0
2018-02-01-06,3,4,10
2018-02-01-07,3,4,6
2018-02-01-08,3,4,0
2018-02-01-09,3,4,6
2018-02-01-10,3,4,6
2018-02-01-11,3,4,6
2018-02-01-12,3,4,14
2018-02-01-13,3,4,0
2018-02-01-14,3,4,0
2018-02-01-15,3,4,6
2018-02-01-16,3,4,0
2018-02-01-17,3,4,0
2018-02-01-18,3,4,9
2018-02-01-19,3,4,13
2018-02-01-20,3,4,4
2018-02-01-21,3,4,0
2018-02-01-22,3,4,7
2018-02-01-23,3,4,7
2018-02-02-00,3,4,17
2018-02-02-01,3,4,7
2018-02-02-02,3,4,0
2018-02-02-03,3,4,4
2018-02-02-04,3,4,4
2018-02-02-05,3,4,5
2018-02-02-06,3,4,10
2018-02-02-07,3,4,0
2018-02-02-08,3,4,0
2018-02-02-09,3,4,6
2018-02-02-10,3,4,0
2018-02-01-21,3,4,0
2018-02-01-22,3,4,6
2018-02-01-23,3,4,6
2018-02-02-00,3,4,15
2018-02-02-01,3,4,6
2018-02-02-02,3,4,0
2018-02-02-03,3,4,3
2018-02-02-04,3,4,4
2018-02-02-05,3,4,4
2018-02-02-06,3,4,9
2018-02-02-07,3,4,0
2018-02-02-08,3,4,0
2018-02-02-09,3,4,5
2018-02-02-10,3,4,0
2018-02-02-11,3,4,0
2018-02-02-12,3,4,6
2018-02-02-13,3,4,0
2018-02-02-14,3,4,0
2018-02-02-15,3,4,5
2018-02-02-16,3,4,0
2018-02-02-17,3,4,4
2018-02-02-18,3,4,4
2018-02-02-19,3,4,0
2018-02-02-20,3,4,7
2018-02-02-21,3,4,14
2018-02-02-22,3,4,6
2018-02-02-23,3,4,10
2018-02-03-00,3,4,10
2018-02-03-01,3,4,7
2018-02-03-02,3,4,3
2018-02-03-03,3,4,11
2018-02-03-04,3,4,15
2018-02-03-05,3,4,8
2018-02-03-06,3,4,9
2018-02-03-07,3,4,11
2018-02-03-08,3,4,0
2018-02-03-09,3,4,0
2018-02-03-10,3,4,12
2018-02-03-11,3,4,19
2018-02-03-12,3,4,0
2018-02-03-13,3,4,0
2018-02-03-14,3,4,0
2018-02-03-15,3,4,0
2018-02-03-16,3,4,0
2018-02-03-17,3,4,5
2018-02-03-18,3,4,5
2018-02-03-19,3,4,5
2018-02-03-20,3,4,8
2018-02-03-21,3,4,4
2018-02-03-22,3,4,7
2018-02-03-23,3,4,14
2018-02-04-00,3,4,4
2018-02-04-01,3,4,4
2018-02-04-02,3,4,4
2018-02-04-03,3,4,8
2018-02-04-04,3,4,4
2018-02-04-05,3,4,0
2018-02-04-06,3,4,5
2018-02-04-07,3,4,11
2018-02-04-08,3,4,6
2018-02-04-09,3,4,6
2018-02-04-10,3,4,0
2018-02-04-11,3,4,6
2018-02-04-12,3,4,0
2018-02-04-13,3,4,7
2018-02-04-14,3,4,0
2018-02-04-15,3,4,0
2018-02-04-16,3,4,0
2018-02-04-17,3,4,0
2018-02-04-18,3,4,5
2018-02-04-19,3,4,5
2018-02-04-20,3,4,8
2018-02-04-21,3,4,4
2018-02-04-22,3,4,7
2018-02-04-23,3,4,0
2018-02-05-00,3,4,3
2018-02-05-01,3,4,7
2018-02-05-02,3,4,7
2018-02-05-03,3,4,4
2018-02-05-04,3,4,4
2018-02-05-05,3,4,21
2018-02-05-06,3,4,14
2018-02-05-07,3,4,0
2018-02-05-08,3,4,11
2018-02-05-09,3,4,11
2018-02-05-10,3,4,0
2018-02-05-11,3,4,11
2018-02-05-12,3,4,0
2018-02-05-13,3,4,0
2018-02-05-14,3,4,5
2018-02-05-15,3,4,0
2018-02-05-16,3,4,0
2018-02-05-17,3,4,0
2018-02-05-18,3,4,0
2018-02-05-19,3,4,4
2018-02-05-20,3,4,4
2018-02-05-21,3,4,3
2018-02-05-22,3,4,6
2018-02-05-23,3,4,3
2018-02-06-00,3,4,3
2018-02-06-01,3,4,3
2018-02-06-02,3,4,6
2018-02-06-03,3,4,7
2018-02-06-04,3,4,14
2018-02-06-05,3,4,0
2018-02-06-06,3,4,4
2018-02-06-07,3,4,5
2018-02-06-08,3,4,0
2018-02-06-09,3,4,5
2018-02-06-10,3,4,0
2018-02-06-11,3,4,0
2018-02-06-12,3,4,6
2018-02-06-13,3,4,0
2018-02-06-14,3,4,0
2018-02-06-15,3,4,0
2018-02-06-16,3,4,0
2018-02-06-17,3,4,4
2018-02-06-18,3,4,0
2018-02-06-19,3,4,4
2018-02-06-20,3,4,0
2018-02-06-21,3,4,13
2018-02-06-22,3,4,12
2018-02-06-23,3,4,3
2018-02-07-00,3,4,3
2018-02-07-01,3,4,0
2018-02-07-02,3,4,6
2018-02-07-03,3,4,3
2018-02-07-04,3,4,0
2018-02-07-05,3,4,0
2018-02-07-06,3,4,0
2018-02-07-07,3,4,15
2018-02-07-08,3,4,5
2018-02-07-09,3,4,0
2018-02-07-10,3,4,0
2018-02-07-11,3,4,6
2018-02-07-12,3,4,0
2018-02-07-13,3,4,0
2018-02-07-14,3,4,0
2018-02-07-15,3,4,0
2018-02-07-16,3,4,0
2018-02-07-17,3,4,4
2018-02-07-18,3,4,4
2018-02-07-19,3,4,0
2018-02-07-20,3,4,3
2018-02-07-21,3,4,3
2018-02-07-22,3,4,6
2018-02-07-23,3,4,6
2018-02-08-00,3,4,9
2018-02-08-01,3,4,3
2018-02-08-02,3,4,10
2018-02-08-03,3,4,10
2018-02-08-04,3,4,7
2018-02-08-05,3,4,8
2018-02-08-06,3,4,9
2018-02-08-07,3,4,5
2018-02-08-08,3,4,11
2018-02-08-09,3,4,0
2018-02-08-10,3,4,6
